BookWriterID,osisRef,book,chapterNum,writer
683,Jer.23,Jer,23,jeremiah_853
684,Jer.24,Jer,24,jeremiah_853
685,Jer.25,Jer,25,jeremiah_853
686,Jer.26,Jer,26,jeremiah_853
687,Jer.27,Jer,27,jeremiah_853
688,Jer.28,Jer,28,jeremiah_853
689,Jer.29,Jer,29,jeremiah_853
690,Jer.30,Jer,30,jeremiah_853
691,Jer.31,Jer,31,jeremiah_853
692,Jer.32,Jer,32,jeremiah_853
693,Jer.33,Jer,33,jeremiah_853
694,Jer.34,Jer,34,jeremiah_853
695,Jer.35,Jer,35,jeremiah_853
696,Jer.36,Jer,36,jeremiah_853
697,Jer.37,Jer,37,jeremiah_853
698,Jer.38,Jer,38,jeremiah_853
699,Jer.39,Jer,39,jeremiah_853
700,Jer.40,Jer,40,jeremiah_853
701,Jer.41,Jer,41,jeremiah_853
702,Jer.42,Jer,42,jeremiah_853
703,Jer.43,Jer,43,jeremiah_853
704,Jer.44,Jer,44,jeremiah_853
705,Jer.45,Jer,45,jeremiah_853
706,Jer.46,Jer,46,jeremiah_853
707,Jer.47,Jer,47,jeremiah_853
708,Jer.48,Jer,48,jeremiah_853
709,Jer.49,Jer,49,jeremiah_853
710,Jer.50,Jer,50,jeremiah_853
711,Jer.51,Jer,51,jeremiah_853
712,Jer.52,Jer,52,jeremiah_853
713,Job.1,Job,1,moses_2108
714,Job.2,Job,2,moses_2108
715,Job.3,Job,3,moses_2108
716,Job.4,Job,4,moses_2108
717,Job.5,Job,5,moses_2108
718,Job.6,Job,6,moses_2108
719,Job.7,Job,7,moses_2108
720,Job.8,Job,8,moses_2108
721,Job.9,Job,9,moses_2108
722,Job.10,Job,10,moses_2108
723,Job.11,Job,11,moses_2108
724,Job.12,Job,12,moses_2108
725,Job.13,Job,13,moses_2108
726,Job.14,Job,14,moses_2108
727,Job.15,Job,15,moses_2108
728,Job.16,Job,16,moses_2108
729,Job.17,Job,17,moses_2108
730,Job.18,Job,18,moses_2108
731,Job.19,Job,19,moses_2108
732,Job.20,Job,20,moses_2108
733,Job.21,Job,21,moses_2108
734,Job.22,Job,22,moses_2108
735,Job.23,Job,23,moses_2108
736,Job.24,Job,24,moses_2108
737,Job.25,Job,25,moses_2108
738,Job.26,Job,26,moses_2108
739,Job.27,Job,27,moses_2108
740,Job.28,Job,28,moses_2108
741,Job.29,Job,29,moses_2108
742,Job.30,Job,30,moses_2108
743,Job.31,Job,31,moses_2108
744,Job.32,Job,32,moses_2108
745,Job.33,Job,33,moses_2108
746,Job.34,Job,34,moses_2108
747,Job.35,Job,35,moses_2108
748,Job.36,Job,36,moses_2108
749,Job.37,Job,37,moses_2108
750,Job.38,Job,38,moses_2108
751,Job.39,Job,39,moses_2108
752,Job.40,Job,40,moses_2108
753,Job.41,Job,41,moses_2108
754,Job.42,Job,42,moses_2108
755,Joel.1,Joel,1,joel_1660
756,Joel.2,Joel,2,joel_1660
757,Joel.3,Joel,3,joel_1660
758,John.1,John,1,john_1677
759,John.2,John,2,john_1677
760,John.3,John,3,john_1677
761,John.4,John,4,john_1677
762,John.5,John,5,john_1677
763,John.6,John,6,john_1677
764,John.7,John,7,john_1677
765,John.8,John,8,john_1677
766,John.9,John,9,john_1677
767,John.10,John,10,john_1677
768,John.11,John,11,john_1677
769,John.12,John,12,john_1677
770,John.13,John,13,john_1677
771,John.14,John,14,john_1677
772,John.15,John,15,john_1677
773,John.16,John,16,john_1677
774,John.17,John,17,john_1677
775,John.18,John,18,john_1677
776,John.19,John,19,john_1677
777,John.20,John,20,john_1677
778,John.21,John,21,john_1677
779,Jonah.1,Jonah,1,jonah_1689
780,Jonah.2,Jonah,2,jonah_1689
781,Jonah.3,Jonah,3,jonah_1689
782,Jonah.4,Jonah,4,jonah_1689
783,Josh.1,Josh,1,joshua_1727
784,Josh.2,Josh,2,joshua_1727
785,Josh.3,Josh,3,joshua_1727
786,Josh.4,Josh,4,joshua_1727
787,Josh.5,Josh,5,joshua_1727
788,Josh.6,Josh,6,joshua_1727
789,Josh.7,Josh,7,joshua_1727
790,Josh.8,Josh,8,joshua_1727
791,Josh.9,Josh,9,joshua_1727
792,Josh.10,Josh,10,joshua_1727
793,Josh.11,Josh,11,joshua_1727
794,Josh.12,Josh,12,joshua_1727
795,Josh.13,Josh,13,joshua_1727
796,Josh.14,Josh,14,joshua_1727
797,Josh.15,Josh,15,joshua_1727
798,Josh.16,Josh,16,joshua_1727
799,Josh.17,Josh,17,joshua_1727
800,Josh.18,Josh,18,joshua_1727
801,Josh.19,Josh,19,joshua_1727
802,Josh.20,Josh,20,joshua_1727
803,Josh.21,Josh,21,joshua_1727
804,Josh.22,Josh,22,joshua_1727
805,Josh.23,Josh,23,joshua_1727
806,Josh.24,Josh,24,joshua_1727
807,Jude.1,Jude,1,jude_1756
808,Judg.1,Judg,1,samuel_2469
809,Judg.2,Judg,2,samuel_2469
810,Judg.3,Judg,3,samuel_2469
811,Judg.4,Judg,4,samuel_2469
812,Judg.5,Judg,5,samuel_2469
813,Judg.6,Judg,6,samuel_2469
814,Judg.7,Judg,7,samuel_2469
815,Judg.8,Judg,8,samuel_2469
816,Judg.9,Judg,9,samuel_2469
817,Judg.10,Judg,10,samuel_2469
818,Judg.11,Judg,11,samuel_2469
819,Judg.12,Judg,12,samuel_2469
820,Judg.13,Judg,13,samuel_2469
821,Judg.14,Judg,14,samuel_2469
822,Judg.15,Judg,15,samuel_2469
823,Judg.16,Judg,16,samuel_2469
824,Judg.17,Judg,17,samuel_2469
825,Judg.18,Judg,18,samuel_2469
826,Judg.19,Judg,19,samuel_2469
827,Judg.20,Judg,20,samuel_2469
828,Judg.21,Judg,21,samuel_2469
829,Lam.1,Lam,1,jeremiah_853
830,Lam.2,Lam,2,jeremiah_853
831,Lam.3,Lam,3,jeremiah_853
832,Lam.4,Lam,4,jeremiah_853
833,Lam.5,Lam,5,jeremiah_853
834,Lev.1,Lev,1,moses_2108
835,Lev.2,Lev,2,moses_2108
836,Lev.3,Lev,3,moses_2108
837,Lev.4,Lev,4,moses_2108
838,Lev.5,Lev,5,moses_2108
839,Lev.6,Lev,6,moses_2108
840,Lev.7,Lev,7,moses_2108
841,Lev.8,Lev,8,moses_2108
842,Lev.9,Lev,9,moses_2108
843,Lev.10,Lev,10,moses_2108
844,Lev.11,Lev,11,moses_2108
845,Lev.12,Lev,12,moses_2108
846,Lev.13,Lev,13,moses_2108
847,Lev.14,Lev,14,moses_2108
848,Lev.15,Lev,15,moses_2108
849,Lev.16,Lev,16,moses_2108
850,Lev.17,Lev,17,moses_2108
851,Lev.18,Lev,18,moses_2108
852,Lev.19,Lev,19,moses_2108
853,Lev.20,Lev,20,moses_2108
854,Lev.21,Lev,21,moses_2108
855,Lev.22,Lev,22,moses_2108
856,Lev.23,Lev,23,moses_2108
857,Lev.24,Lev,24,moses_2108
858,Lev.25,Lev,25,moses_2108
859,Lev.26,Lev,26,moses_2108
860,Lev.27,Lev,27,moses_2108
861,Luke.1,Luke,1,luke_1836
862,Luke.2,Luke,2,luke_1836
863,Luke.3,Luke,3,luke_1836
864,Luke.4,Luke,4,luke_1836
865,Luke.5,Luke,5,luke_1836
866,Luke.6,Luke,6,luke_1836
867,Luke.7,Luke,7,luke_1836
868,Luke.8,Luke,8,luke_1836
869,Luke.9,Luke,9,luke_1836
870,Luke.10,Luke,10,luke_1836
871,Luke.11,Luke,11,luke_1836
872,Luke.12,Luke,12,luke_1836
873,Luke.13,Luke,13,luke_1836
874,Luke.14,Luke,14,luke_1836
875,Luke.15,Luke,15,luke_1836
876,Luke.16,Luke,16,luke_1836
877,Luke.17,Luke,17,luke_1836
878,Luke.18,Luke,18,luke_1836
879,Luke.19,Luke,19,luke_1836
880,Luke.20,Luke,20,luke_1836
881,Luke.21,Luke,21,luke_1836
882,Luke.22,Luke,22,luke_1836
883,Luke.23,Luke,23,luke_1836
884,Luke.24,Luke,24,luke_1836
885,Mal.1,Mal,1,malachi_1899
886,Mal.2,Mal,2,malachi_1899
887,Mal.3,Mal,3,malachi_1899
888,Mal.4,Mal,4,malachi_1899
889,Mark.1,Mark,1,mark_1679
890,Mark.2,Mark,2,mark_1679
891,Mark.3,Mark,3,mark_1679
892,Mark.4,Mark,4,mark_1679
893,Mark.5,Mark,5,mark_1679
894,Mark.6,Mark,6,mark_1679
895,Mark.7,Mark,7,mark_1679
896,Mark.8,Mark,8,mark_1679
897,Mark.9,Mark,9,mark_1679
898,Mark.10,Mark,10,mark_1679
899,Mark.11,Mark,11,mark_1679
900,Mark.12,Mark,12,mark_1679
901,Mark.13,Mark,13,mark_1679
902,Mark.14,Mark,14,mark_1679
903,Mark.15,Mark,15,mark_1679
904,Mark.16,Mark,16,mark_1679
905,Matt.1,Matt,1,matthew_1971
906,Matt.2,Matt,2,matthew_1971
907,Matt.3,Matt,3,matthew_1971
908,Matt.4,Matt,4,matthew_1971
909,Matt.5,Matt,5,matthew_1971
910,Matt.6,Matt,6,matthew_1971
911,Matt.7,Matt,7,matthew_1971
912,Matt.8,Matt,8,matthew_1971
913,Matt.9,Matt,9,matthew_1971
914,Matt.10,Matt,10,matthew_1971
915,Matt.11,Matt,11,matthew_1971
916,Matt.12,Matt,12,matthew_1971
917,Matt.13,Matt,13,matthew_1971
918,Matt.14,Matt,14,matthew_1971
919,Matt.15,Matt,15,matthew_1971
920,Matt.16,Matt,16,matthew_1971
921,Matt.17,Matt,17,matthew_1971
922,Matt.18,Matt,18,matthew_1971
923,Matt.19,Matt,19,matthew_1971
924,Matt.20,Matt,20,matthew_1971
925,Matt.21,Matt,21,matthew_1971
926,Matt.22,Matt,22,matthew_1971
927,Matt.23,Matt,23,matthew_1971
928,Matt.24,Matt,24,matthew_1971
929,Matt.25,Matt,25,matthew_1971
930,Matt.26,Matt,26,matthew_1971
931,Matt.27,Matt,27,matthew_1971
932,Matt.28,Matt,28,matthew_1971
933,Mic.1,Mic,1,micah_2053
934,Mic.2,Mic,2,micah_2053
935,Mic.3,Mic,3,micah_2053
936,Mic.4,Mic,4,micah_2053
937,Mic.5,Mic,5,micah_2053
938,Mic.6,Mic,6,micah_2053
939,Mic.7,Mic,7,micah_2053
940,Nah.1,Nah,1,nahum_2145
941,Nah.2,Nah,2,nahum_2145
942,Nah.3,Nah,3,nahum_2145
943,Neh.1,Neh,1,nehemiah_2172
944,Neh.2,Neh,2,nehemiah_2172
945,Neh.3,Neh,3,nehemiah_2172
946,Neh.4,Neh,4,nehemiah_2172
947,Neh.5,Neh,5,nehemiah_2172
948,Neh.6,Neh,6,nehemiah_2172
949,Neh.7,Neh,7,nehemiah_2172
950,Neh.8,Neh,8,nehemiah_2172
951,Neh.9,Neh,9,nehemiah_2172
952,Neh.10,Neh,10,nehemiah_2172
953,Neh.11,Neh,11,nehemiah_2172
954,Neh.12,Neh,12,nehemiah_2172
955,Neh.13,Neh,13,nehemiah_2172
956,Num.1,Num,1,moses_2108
957,Num.2,Num,2,moses_2108
958,Num.3,Num,3,moses_2108
959,Num.4,Num,4,moses_2108
960,Num.5,Num,5,moses_2108
961,Num.6,Num,6,moses_2108
962,Num.7,Num,7,moses_2108
963,Num.8,Num,8,moses_2108
964,Num.9,Num,9,moses_2108
965,Num.10,Num,10,moses_2108
966,Num.11,Num,11,moses_2108
967,Num.12,Num,12,moses_2108
968,Num.13,Num,13,moses_2108
969,Num.14,Num,14,moses_2108
970,Num.15,Num,15,moses_2108
971,Num.16,Num,16,moses_2108
972,Num.17,Num,17,moses_2108
973,Num.18,Num,18,moses_2108
974,Num.19,Num,19,moses_2108
975,Num.20,Num,20,moses_2108
976,Num.21,Num,21,moses_2108
977,Num.22,Num,22,moses_2108
978,Num.23,Num,23,moses_2108
979,Num.24,Num,24,moses_2108
980,Num.25,Num,25,moses_2108
981,Num.26,Num,26,moses_2108
982,Num.27,Num,27,moses_2108
983,Num.28,Num,28,moses_2108
984,Num.29,Num,29,moses_2108
985,Num.30,Num,30,moses_2108
986,Num.31,Num,31,moses_2108
987,Num.32,Num,32,moses_2108
988,Num.33,Num,33,moses_2108
989,Num.34,Num,34,moses_2108
990,Num.35,Num,35,moses_2108
991,Num.36,Num,36,moses_2108
992,Obad.1,Obad,1,obadiah_2226
993,Phil.1,Phil,1,paul_2479
994,Phil.2,Phil,2,paul_2479
995,Phil.3,Phil,3,paul_2479
996,Phil.4,Phil,4,paul_2479
997,Phlm.1,Phlm,1,paul_2479
998,Prov.1,Prov,1,solomon_2762
999,Prov.2,Prov,2,solomon_2762
1000,Prov.3,Prov,3,solomon_2762
1001,Prov.4,Prov,4,solomon_2762
1002,Prov.5,Prov,5,solomon_2762
1003,Prov.6,Prov,6,solomon_2762
1004,Prov.7,Prov,7,solomon_2762
1005,Prov.8,Prov,8,solomon_2762
1006,Prov.9,Prov,9,solomon_2762
1007,Prov.10,Prov,10,solomon_2762
1008,Prov.11,Prov,11,solomon_2762
1009,Prov.12,Prov,12,solomon_2762
1010,Prov.13,Prov,13,solomon_2762
1011,Prov.14,Prov,14,solomon_2762
1012,Prov.15,Prov,15,solomon_2762
1013,Prov.16,Prov,16,solomon_2762
1014,Prov.17,Prov,17,solomon_2762
1015,Prov.18,Prov,18,solomon_2762
1016,Prov.19,Prov,19,solomon_2762
1017,Prov.20,Prov,20,solomon_2762
1018,Prov.21,Prov,21,solomon_2762
1019,Prov.22,Prov,22,solomon_2762
1020,Prov.23,Prov,23,solomon_2762
1021,Prov.24,Prov,24,solomon_2762
1022,Prov.25,Prov,25,solomon_2762
1023,Prov.26,Prov,26,solomon_2762
1024,Prov.27,Prov,27,solomon_2762
1025,Prov.28,Prov,28,solomon_2762
1026,Prov.29,Prov,29,solomon_2762
1027,Prov.30,Prov,30,agur_112
1028,Prov.31,Prov,31,lemuel_1817
1029,Ps.1,Ps,1,
1030,Ps.2,Ps,2,david_994
1031,Ps.3,Ps,3,david_994
1032,Ps.4,Ps,4,david_994
1033,Ps.5,Ps,5,david_994
1034,Ps.6,Ps,6,david_994
1035,Ps.7,Ps,7,david_994
1036,Ps.8,Ps,8,david_994
1037,Ps.9,Ps,9,david_994
1038,Ps.10,Ps,10,
1039,Ps.11,Ps,11,david_994
1040,Ps.12,Ps,12,david_994
1041,Ps.13,Ps,13,david_994
1042,Ps.14,Ps,14,david_994
1043,Ps.15,Ps,15,david_994
1044,Ps.16,Ps,16,david_994
1045,Ps.17,Ps,17,david_994
1046,Ps.18,Ps,18,david_994
1047,Ps.19,Ps,19,david_994
1048,Ps.20,Ps,20,david_994
1049,Ps.21,Ps,21,david_994
1050,Ps.22,Ps,22,david_994
1051,Ps.23,Ps,23,david_994
1052,Ps.24,Ps,24,david_994
1053,Ps.25,Ps,25,david_994
1054,Ps.26,Ps,26,david_994
1055,Ps.27,Ps,27,david_994
1056,Ps.28,Ps,28,david_994
1057,Ps.29,Ps,29,david_994
1058,Ps.30,Ps,30,david_994
1059,Ps.31,Ps,31,david_994
1060,Ps.32,Ps,32,david_994
1061,Ps.33,Ps,33,david_994
1062,Ps.34,Ps,34,david_994
1063,Ps.35,Ps,35,david_994
1064,Ps.36,Ps,36,david_994
1065,Ps.37,Ps,37,david_994
1066,Ps.38,Ps,38,david_994
1067,Ps.39,Ps,39,david_994
1068,Ps.40,Ps,40,david_994
1069,Ps.41,Ps,41,david_994
1070,Ps.42,Ps,42,
1071,Ps.43,Ps,43,
1072,Ps.44,Ps,44,
1073,Ps.45,Ps,45,
1074,Ps.46,Ps,46,
1075,Ps.47,Ps,47,
1076,Ps.48,Ps,48,
1077,Ps.49,Ps,49,
1078,Ps.50,Ps,50,asaph_330
1079,Ps.51,Ps,51,david_994
1080,Ps.52,Ps,52,david_994
1081,Ps.53,Ps,53,david_994
1082,Ps.54,Ps,54,david_994
1083,Ps.55,Ps,55,david_994
1084,Ps.56,Ps,56,david_994
1085,Ps.57,Ps,57,david_994
1086,Ps.58,Ps,58,david_994
1087,Ps.59,Ps,59,david_994
1088,Ps.60,Ps,60,david_994
1089,Ps.61,Ps,61,david_994
1090,Ps.62,Ps,62,david_994
1091,Ps.63,Ps,63,david_994
1092,Ps.64,Ps,64,david_994
1093,Ps.65,Ps,65,david_994
1094,Ps.66,Ps,66,
1095,Ps.67,Ps,67,
1096,Ps.68,Ps,68,david_994
1097,Ps.69,Ps,69,david_994
1098,Ps.70,Ps,70,david_994
1099,Ps.71,Ps,71,
1100,Ps.72,Ps,72,solomon_2762
1101,Ps.73,Ps,73,asaph_330
1102,Ps.74,Ps,74,asaph_330
1103,Ps.75,Ps,75,asaph_330
1104,Ps.76,Ps,76,asaph_330
1105,Ps.77,Ps,77,asaph_330
1106,Ps.78,Ps,78,asaph_330
1107,Ps.79,Ps,79,asaph_330
1108,Ps.80,Ps,80,asaph_330
1109,Ps.81,Ps,81,asaph_330
1110,Ps.82,Ps,82,asaph_330
1111,Ps.83,Ps,83,asaph_330
1112,Ps.84,Ps,84,
1113,Ps.85,Ps,85,
1114,Ps.86,Ps,86,david_994
1115,Ps.87,Ps,87,
1116,Ps.88,Ps,88,heman_1488
1117,Ps.89,Ps,89,ethan_1222
1118,Ps.90,Ps,90,moses_2108
1119,Ps.91,Ps,91,
1120,Ps.92,Ps,92,
1121,Ps.93,Ps,93,
1122,Ps.94,Ps,94,
1123,Ps.95,Ps,95,david_994
1124,Ps.96,Ps,96,
1125,Ps.97,Ps,97,
1126,Ps.98,Ps,98,
1127,Ps.99,Ps,99,
1128,Ps.100,Ps,100,
1129,Ps.101,Ps,101,david_994
1130,Ps.102,Ps,102,
1131,Ps.103,Ps,103,david_994
1132,Ps.104,Ps,104,
1133,Ps.105,Ps,105,
1134,Ps.106,Ps,106,
1135,Ps.107,Ps,107,
1136,Ps.108,Ps,108,david_994
1137,Ps.109,Ps,109,david_994
1138,Ps.110,Ps,110,david_994
1139,Ps.111,Ps,111,
1140,Ps.112,Ps,112,
1141,Ps.113,Ps,113,
1142,Ps.114,Ps,114,
1143,Ps.115,Ps,115,
1144,Ps.116,Ps,116,
1145,Ps.117,Ps,117,
1146,Ps.118,Ps,118,
1147,Ps.119,Ps,119,
1148,Ps.120,Ps,120,
1149,Ps.121,Ps,121,
1150,Ps.122,Ps,122,david_994
1151,Ps.123,Ps,123,
1152,Ps.124,Ps,124,david_994
1153,Ps.125,Ps,125,
1154,Ps.126,Ps,126,
1155,Ps.127,Ps,127,solomon_2762
1156,Ps.128,Ps,128,
1157,Ps.129,Ps,129,
1158,Ps.130,Ps,130,
1159,Ps.131,Ps,131,david_994
1160,Ps.132,Ps,132,
1161,Ps.133,Ps,133,david_994
1162,Ps.134,Ps,134,
1163,Ps.135,Ps,135,
1164,Ps.136,Ps,136,
1165,Ps.137,Ps,137,
1166,Ps.138,Ps,138,david_994
1167,Ps.139,Ps,139,david_994
1168,Ps.140,Ps,140,david_994
1169,Ps.141,Ps,141,david_994
1170,Ps.142,Ps,142,david_994
1171,Ps.143,Ps,143,david_994
1172,Ps.144,Ps,144,david_994
1173,Ps.145,Ps,145,david_994
1174,Ps.146,Ps,146,
1175,Ps.147,Ps,147,
1176,Ps.148,Ps,148,
1177,Ps.149,Ps,149,
1178,Ps.150,Ps,150,
1179,Rev.1,Rev,1,john_1677
1180,Rev.2,Rev,2,john_1677
1181,Rev.3,Rev,3,john_1677
1182,Rev.4,Rev,4,john_1677
1183,Rev.5,Rev,5,john_1677
1184,Rev.6,Rev,6,john_1677
1185,Rev.7,Rev,7,john_1677
1186,Rev.8,Rev,8,john_1677
1187,Rev.9,Rev,9,john_1677
1188,Rev.10,Rev,10,john_1677
1189,Rev.11,Rev,11,john_1677
1190,Rev.12,Rev,12,john_1677
1191,Rev.13,Rev,13,john_1677
1192,Rev.14,Rev,14,john_1677
1193,Rev.15,Rev,15,john_1677
1194,Rev.16,Rev,16,john_1677
1195,Rev.17,Rev,17,john_1677
1196,Rev.18,Rev,18,john_1677
1197,Rev.19,Rev,19,john_1677
1198,Rev.20,Rev,20,john_1677
1199,Rev.21,Rev,21,john_1677
1200,Rev.22,Rev,22,john_1677
1201,Rom.1,Rom,1,paul_2479
1202,Rom.2,Rom,2,paul_2479
1203,Rom.3,Rom,3,paul_2479
1204,Rom.4,Rom,4,paul_2479
1205,Rom.5,Rom,5,paul_2479
1206,Rom.6,Rom,6,paul_2479
1207,Rom.7,Rom,7,paul_2479
1208,Rom.8,Rom,8,paul_2479
1209,Rom.9,Rom,9,paul_2479
1210,Rom.10,Rom,10,paul_2479
1211,Rom.11,Rom,11,paul_2479
1212,Rom.12,Rom,12,paul_2479
1213,Rom.13,Rom,13,paul_2479
1214,Rom.14,Rom,14,paul_2479
1215,Rom.15,Rom,15,paul_2479
1216,Rom.16,Rom,16,paul_2479
1217,Ruth.1,Ruth,1,samuel_2469
1218,Ruth.2,Ruth,2,samuel_2469
1219,Ruth.3,Ruth,3,samuel_2469
1220,Ruth.4,Ruth,4,samuel_2469
1221,Song.1,Song,1,solomon_2762
1222,Song.2,Song,2,solomon_2762
1223,Song.3,Song,3,solomon_2762
1224,Song.4,Song,4,solomon_2762
1225,Song.5,Song,5,solomon_2762
1226,Song.6,Song,6,solomon_2762
1227,Song.7,Song,7,solomon_2762
1228,Song.8,Song,8,solomon_2762
1229,Titus.1,Titus,1,paul_2479
1230,Titus.2,Titus,2,paul_2479
1231,Titus.3,Titus,3,paul_2479
1232,Zech.1,Zech,1,zechariah_3016
1233,Zech.2,Zech,2,zechariah_3016
1234,Zech.3,Zech,3,zechariah_3016
1235,Zech.4,Zech,4,zechariah_3016
1236,Zech.5,Zech,5,zechariah_3016
1237,Zech.6,Zech,6,zechariah_3016
1238,Zech.7,Zech,7,zechariah_3016
1239,Zech.8,Zech,8,zechariah_3016
1240,Zech.9,Zech,9,zechariah_3016
1241,Zech.10,Zech,10,zechariah_3016
1242,Zech.11,Zech,11,zechariah_3016
1243,Zech.12,Zech,12,zechariah_3016
1244,Zech.13,Zech,13,zechariah_3016
1245,Zech.14,Zech,14,zechariah_3016
1246,Zeph.1,Zeph,1,zephaniah_3040
1247,Zeph.2,Zeph,2,zephaniah_3040
1248,Zeph.3,Zeph,3,zephaniah_3040
