EventID,Reference,,,,
807,1 Kings 3:5,,,,
808,1 Kings 3:6-9,,,,
809,1 Kings 3:10-14,,,,
810,1 Kings 3:14,,,,
811,1 Kings 3:16-28,,,,
812,1 Kings 3:28,,,,
813,1 Kings 4:29-34,,,,
814,1 Kings 4:30-31,,,,
815,1 Kings 4:32,,,,
816,1 Kings 4:32,,,,
817,1 Kings 4:34,,,,
818,1 Kings 4:24,,,,
819,1 Kings 5:7,,,,
820,1 Kings 6:9-38,,,,
821,1 Kings 6:11-13,,,,
822,1 Kings 6:13,,,,
823,1 Kings 6:38,,,,
824,1 Kings 8:10-11,,,,
825,1 Kings 8:10-11,,,,
826,1 Kings 8:11,,,,
827,1 Kings 8:22-53,,,,
828,"1 Kings 8:30, 32, 34, 36, 39, 43, 45, 49",,,,
829,1 Kings 8:54-64,,,,
830,1 Kings 8:66,,,,
831,1 Kings 9:2,,,,
832,1 Kings 9:3,,,,
833,1 Kings 9:3,,,,
834,1 Kings 9:4-5,,,,
835,1 Kings 9:6-9,,,,
836,1 Kings 10:1-3,,,,
837,1 Kings 10:4-9,,,,
838,1 Kings 10:9,,,,
839,1 Kings 10:14-29,,,,
840,1 Kings 11:1-8,,,,
841,1 Kings 11:9,,,,
842,1 Kings 11:9-13,,,,
843,1 Kings 11:11-13,,,,
844,"1 Kings 11:11, 31",,,,
845,"1 Kings 11:14, 23",,,,
846,1 Kings 11:23-25,,,,
847,1 Kings 11:29,,,,
848,1 Kings 11:30,,,,
849,"1 Kings 11:31, 35",,,,
850,1 Kings 11:33,,,,
851,1 Kings 11:38,,,,
852,1 Kings 11:40,,,,
853,1 Kings 11:40,,,,
854,1 Kings 11:41-43,,,,
855,1 Kings 12:6-15,,,,
856,1 Kings 12:15,,,,
857,1 Kings 12:16-20,,,,
858,1 Kings 12:22-24,,,,
859,1 Kings 12:22-24,,,,
860,1 Kings 12:24,,,,
861,1 Kings 12:26-30,,,,
862,1 Kings 12:31,,,,
863,1 Kings 13:1-2,,,,
864,1 Kings 13:2,,,,
865,"1 Kings 13:3, 5",,,,
866,1 Kings 13:4,,,,
867,1 Kings 13:6,,,,
868,1 Kings 13:8-9,,,,
869,1 Kings 13:11-19,,,,
870,1 Kings 13:20-22,,,,
871,1 Kings 13:23-24,,,,
872,1 Kings 13:25-28,,,,
873,1 Kings 13:29-30,,,,
874,1 Kings 13:32,,,,
875,1 Kings 13:33-34,,,,
876,1 Kings 14:1-3,,,,
877,1 Kings 14:5,,,,
878,1 Kings 14:6-16,,,,
879,1 Kings 14:10-11,,,,
880,1 Kings 14:15-16,,,,
881,1 Kings 14:17,,,,
882,1 Kings 14:18,,,,
883,1 Kings 14:25-26,,,,
884,1 Kings 14:26,,,,
885,1 Kings 15:3,,,,
886,1 Kings 15:4-5,,,,
887,1 Kings 15:11,,,,
888,1 Kings 15:16-22,,,,
889,1 Kings 15:25-26,,,,
890,1 Kings 15:27-30,,,,
891,1 Kings 15:29,,,,
892,1 Kings 16:1-4,,,,
893,1 Kings 16:2-4,,,,
894,1 Kings 16:8-10,,,,
895,1 Kings 16:11-12,,,,
896,1 Kings 16:12,,,,
897,1 Kings 16:15-18,,,,
898,1 Kings 16:21-22,,,,
899,1 Kings 16:22,,,,
900,1 Kings 16:25,,,,
901,1 Kings 16:30,,,,
902,1 Kings 16:31,,,,
903,1 Kings 16:34,,,,
904,1 Kings 17:1,,,,
905,1 Kings 17:2-3,,,,
906,1 Kings 17:4-6,,,,
907,1 Kings 17:7,,,,
908,1 Kings 17:8-9,,,,
909,1 Kings 17:10-16,,,,
910,1 Kings 17:17,,,,
911,1 Kings 17:17-24,,,,
912,1 Kings 17:24,,,,
913,1 Kings 18:1,,,,
914,1 Kings 18:1,,,,
915,1 Kings 18:2,,,,
916,1 Kings 18:3-4,,,,
917,1 Kings 18:4,,,,
918,1 Kings 18:7-16,,,,
919,1 Kings 18:17,,,,
920,1 Kings 18:19-24,,,,
921,1 Kings 18:25-29,,,,
922,1 Kings 18:30-32,,,,
923,1 Kings 18:33-35,,,,
924,1 Kings 18:36-38,,,,
925,1 Kings 18:38,,,,
926,1 Kings 18:39,,,,
927,1 Kings 18:40,,,,
928,1 Kings 18:41-44,,,,
929,1 Kings 18:44-45,,,,
930,1 Kings 18:46,,,,
931,1 Kings 19:1-2,,,,
932,1 Kings 19:3,,,,
933,1 Kings 19:5-8,,,,
934,1 Kings 19:8,,,,
935,"1 Kings 19:9, 13",,,,
936,1 Kings 19:11-12,,,,
937,1 Kings 19:12,,,,
938,1 Kings 19:15-16,,,,
939,1 Kings 19:18,,,,
940,1 Kings 19:19-21,,,,
941,1 Kings 20:1,,,,
942,1 Kings 20:13-14,,,,
943,1 Kings 20:15-21,,,,
944,1 Kings 20:22,,,,
945,1 Kings 20:23-25,,,,
946,1 Kings 20:28,,,,
947,1 Kings 20:29,,,,
948,1 Kings 20:30,,,,
949,1 Kings 20:31-34,,,,
950,1 Kings 20:35-43,,,,
951,1 Kings 20:36,,,,
952,1 Kings 20:37-41,,,,
953,1 Kings 20:42,,,,
954,1 Kings 21:1-4,,,,
955,1 Kings 21:5-14,,,,
956,1 Kings 21:17-19,,,,
957,1 Kings 21:19,,,,
958,1 Kings 21:20-24,,,,
959,1 Kings 21:27-29,,,,
960,1 Kings 21:29,,,,
961,1 Kings 22:1-4,,,,
962,1 Kings 22:5,,,,
963,"1 Kings 22:6, 10-12",,,,
964,1 Kings 22:13-28,,,,
965,1 Kings 22:19-23,,,,
966,1 Kings 22:24,,,,
967,1 Kings 22:30,,,,
968,1 Kings 22:34-35,,,,
969,1 Kings 22:38,,,,
970,1 Kings 22:43,,,,
971,1 Kings 22:52-53,,,,
972,1 Kings 22:53,,,,
973,2 Kings 1:3,,,,
974,2 Kings 1:3-4,,,,
975,2 Kings 1:10,,,,
976,2 Kings 1:11-12,,,,
977,2 Kings 1:15,,,,
978,2 Kings 1:16,,,,
979,2 Kings 1:17,,,,
980,"2 Kings 2:3, 5",,,,
981,2 Kings 2:8,,,,
982,2 Kings 2:8,,,,
983,2 Kings 2:11,,,,
984,2 Kings 2:11,,,,
985,2 Kings 2:13,,,,
986,2 Kings 2:14,,,,
987,2 Kings 2:20-22,,,,
988,2 Kings 2:22,,,,
989,2 Kings 2:24,,,,
990,2 Kings 3:15,,,,
991,2 Kings 3:16-17,,,,
992,2 Kings 3:18-19,,,,
993,2 Kings 3:20,,,,
994,2 Kings 3:21-23,,,,
995,2 Kings 3:24-25,,,,
996,2 Kings 4:2-7,,,,
997,2 Kings 4:6,,,,
998,2 Kings 4:11-16,,,,
999,2 Kings 4:17,,,,
1000,2 Kings 4:27,,,,
1001,2 Kings 4:32-35,,,,
1002,2 Kings 4:35,,,,
1003,2 Kings 4:41,,,,
1004,2 Kings 4:43-44,,,,
1005,2 Kings 4:44,,,,
1006,2 Kings 5:14,,,,
1007,2 Kings 5:14,,,,
1008,2 Kings 5:25-26,,,,
1009,2 Kings 5:27,,,,
1010,2 Kings 6:6-7,,,,
1011,2 Kings 6:9-10,,,,
1012,2 Kings 6:10,,,,
1013,2 Kings 6:17,,,,
1014,2 Kings 6:17,,,,
1015,2 Kings 6:18,,,,
1016,2 Kings 6:20,,,,
1017,2 Kings 6:23,,,,
1018,2 Kings 7:1,,,,
1019,2 Kings 7:2,,,,
1020,2 Kings 7:6,,,,
1021,2 Kings 7:16,,,,
1022,"2 Kings 7:17, 20",,,,
1023,2 Kings 7:20,,,,
1024,2 Kings 8:1,,,,
1025,2 Kings 8:5,,,,
1026,2 Kings 8:10,,,,
1027,2 Kings 8:13,,,,
1028,2 Kings 8:19,,,,
1029,2 Kings 9:6,,,,
1030,2 Kings 9:7-10,,,,
1031,2 Kings 9:35-37,,,,
1032,2 Kings 9:35,,,,
1033,2 Kings 10:30,,,,
1034,2 Kings 10:30,,,,
1035,2 Kings 10:32,,,,
1036,2 Kings 10:32-33,,,,
1037,2 Kings 11:2,,,,
1038,2 Kings 13:3,,,,
1039,2 Kings 13:3,,,,
1040,2 Kings 13:5,,,,
1041,2 Kings 13:15-19,,,,
1042,2 Kings 13:19,,,,
1043,2 Kings 13:21,,,,
1044,2 Kings 13:21,,,,
1045,2 Kings 13:23,,,,
1046,2 Kings 13:25,,,,
1047,2 Kings 13:25,,,,
1048,2 Kings 14:11,,,,
1049,2 Kings 14:12,,,,
1050,2 Kings 14:25,,,,
1051,2 Kings 14:25,,,,
1052,2 Kings 14:26,,,,
1053,2 Kings 14:27,,,,
1054,2 Kings 15:5,,,,
1055,2 Kings 15:12,,,,
1056,2 Kings 15:19,,,,
1057,2 Kings 15:29,,,,
1058,2 Kings 15:29,,,,
1059,2 Kings 15:37,,,,
1060,2 Kings 16:5,,,,
1061,2 Kings 17:5,,,,
1062,2 Kings 17:6,,,,
1063,2 Kings 17:7-23,,,,
1064,2 Kings 17:13,,,,
1065,2 Kings 17:18,,,,
1066,2 Kings 17:18,,,,
1067,2 Kings 17:25,,,,
1068,2 Kings 18:7,,,,
1069,2 Kings 18:8,,,,
1070,2 Kings 19:6-7,,,,
1071,2 Kings 19:7,,,,
1072,2 Kings 19:20,,,,
1073,2 Kings 19:21-28,,,,
1074,2 Kings 19:29-31,,,,
1075,2 Kings 19:32-34,,,,
1076,2 Kings 19:35,,,,
1077,2 Kings 19:37,,,,
1078,2 Kings 20:1,,,,
1079,2 Kings 20:4-6,,,,
1080,2 Kings 20:6,,,,
1081,2 Kings 20:7,,,,
1082,2 Kings 20:9-10,,,,
1083,2 Kings 20:11,,,,
1084,2 Kings 20:14-18,,,,
1085,2 Kings 21:10-15,,,,
1086,2 Kings 21:13,,,,
1087,2 Kings 22:8,,,,
1088,2 Kings 22:15-17,,,,
1089,2 Kings 22:18-20,,,,
1090,2 Kings 23:16,,,,
1091,2 Kings 23:17-18,,,,
1092,2 Kings 23:22,,,,
1093,2 Kings 23:26,,,,
1094,2 Kings 23:27,,,,
1095,2 Kings 24:2,,,,
1096,2 Kings 24:3-4,,,,
1097,2 Kings 24:13,,,,
1098,2 Kings 24:13,,,,
1099,2 Kings 24:14,,,,
1100,2 Kings 24:14,,,,
1101,2 Kings 24:20,,,,
1102,2 Kings 25:1,,,,
1103,2 Kings 25:9,,,,
1104,2 Kings 25:11,,,,
1105,2 Kings 25:21,,,,
1106,1 Chronicles 10:13-14,,,,
1107,1 Chronicles 10:13-14,,,,
1108,1 Chronicles 10:14,,,,
1109,1 Chronicles 11:1-3,,,,
1110,1 Chronicles 11:4-9,,,,
1111,1 Chronicles 11:9,,,,
1112,1 Chronicles 11:10-47,,,,
1113,1 Chronicles 12:18,,,,
1114,1 Chronicles 12:22,,,,
1115,1 Chronicles 13:10-11,,,,
1116,1 Chronicles 13:10,,,,
1117,1 Chronicles 13:12,,,,
1118,1 Chronicles 13:14,,,,
1119,1 Chronicles 14:2,,,,
1120,1 Chronicles 14:3-7,,,,
1121,1 Chronicles 14:10,,,,
1122,1 Chronicles 14:10,,,,
1123,1 Chronicles 14:11,,,,
1124,1 Chronicles 14:14,,,,
1125,1 Chronicles 14:14-15,,,,
1126,1 Chronicles 14:15,,,,
1127,1 Chronicles 14:16,,,,
1128,1 Chronicles 14:17,,,,
1129,1 Chronicles 14:17,,,,
1130,1 Chronicles 15:1,,,,
1131,1 Chronicles 15:26,,,,
1132,1 Chronicles 15:28-29,,,,
1133,1 Chronicles 17:1-2,,,,
1134,1 Chronicles 17:3,,,,
1135,1 Chronicles 17:4-15,,,,
1136,1 Chronicles 17:11-12,,,,
1137,1 Chronicles 17:14,,,,
1138,1 Chronicles 17:15,,,,
1139,1 Chronicles 17:16-27,,,,
1140,"1 Chronicles 18:6, 13",,,,
1141,1 Chronicles 18:1-17,,,,
1142,1 Chronicles 21:1,,,,
1143,1 Chronicles 21:1,,,,
1144,1 Chronicles 21:8,,,,
1145,1 Chronicles 21:8,,,,
1146,1 Chronicles 21:9-12,,,,
1147,1 Chronicles 21:13,,,,
1148,1 Chronicles 21:14,,,,
1149,1 Chronicles 21:14,,,,
1150,1 Chronicles 21:15,,,,
1151,1 Chronicles 21:15,,,,
1152,1 Chronicles 21:15-16,,,,
1153,1 Chronicles 21:16,,,,
1154,1 Chronicles 21:16,,,,
1155,1 Chronicles 21:17,,,,
1156,1 Chronicles 21:18,,,,
1157,1 Chronicles 21:18,,,,
1158,1 Chronicles 21:26,,,,
1159,1 Chronicles 21:26,,,,
1160,1 Chronicles 21:27,,,,
1161,1 Chronicles 21:27,,,,
1162,1 Chronicles 22:1,,,,
1163,1 Chronicles 22:9,,,,
1164,1 Chronicles 22:10,,,,
1165,1 Chronicles 22:10,,,,
1166,1 Chronicles 22:11-16,,,,
1167,1 Chronicles 22:12,,,,
1168,1 Chronicles 23:2,,,,
1169,1 Chronicles 23:3-32,,,,
1170,1 Chronicles 24:1-31,,,,
1171,1 Chronicles 24:5,,,,
1172,1 Chronicles 24:7-18,,,,
1173,1 Chronicles 25:1-31,,,,
1174,1 Chronicles 25:1-3,,,,
1175,1 Chronicles 25:8,,,,
1176,1 Chronicles 26:1-32,,,,
1177,1 Chronicles 20:14,,,,
1178,1 Chronicles 28:11-19,,,,
1179,1 Chronicles 28:19,,,,
1180,1 Chronicles 28:20,,,,
1181,1 Chronicles 29:6-9,,,,
1182,1 Chronicles 29:10-19,,,,
1183,1 Chronicles 29:11,,,,
1184,1 Chronicles 29:12,,,,
1185,1 Chronicles 29:17,,,,
1186,1 Chronicles 29:23,,,,
1187,1 Chronicles 29:25,,,,
1188,1 Chronicles 29:25,,,,
1189,2 Chronicles 1:7,,,,
1190,2 Chronicles 1:8-10,,,,
1191,2 Chronicles 1:11-12,,,,
1192,2 Chronicles 1:12,,,,
1193,2 Chronicles 5:1,,,,
1194,2 Chronicles 5:13-14,,,,
1195,2 Chronicles 5:14,,,,
1196,2 Chronicles 5:14,,,,
1197,2 Chronicles 7:1,,,,
1198,2 Chronicles 7:1,,,,
1199,2 Chronicles 7:1-2,,,,
1200,2 Chronicles 7:2,,,,
1201,2 Chronicles 7:3,,,,
1202,2 Chronicles 7:3,,,,
1203,2 Chronicles 7:12,,,,
1204,2 Chronicles 7:12,,,,
1205,2 Chronicles 7:12,,,,
1206,2 Chronicles 7:13-16,,,,
1207,2 Chronicles 7:17-18,,,,
1208,2 Chronicles 7:19-22,,,,
1209,2 Chronicles 9:8,,,,
1210,2 Chronicles 9:8,,,,
1211,2 Chronicles 9:29,,,,
1212,2 Chronicles 10:15,,,,
1213,2 Chronicles 10:15,,,,
1214,2 Chronicles 11:2-4,,,,
1215,2 Chronicles 11:2-4,,,,
1216,2 Chronicles 11:4,,,,
1217,2 Chronicles 11:17,,,,
1218,2 Chronicles 12:2,,,,
1219,2 Chronicles 12:5-6,,,,
1220,2 Chronicles 12:6,,,,
1221,2 Chronicles 12:7,,,,
1222,2 Chronicles 12:7,,,,
1223,2 Chronicles 12:9,,,,
1224,2 Chronicles 15:1,,,,
1225,2 Chronicles 15:2-7,,,,
1226,2 Chronicles 15:2,,,,
1227,2 Chronicles 15:8,,,,
1228,2 Chronicles 15:12-15,,,,
1229,2 Chronicles 15:15,,,,
1230,2 Chronicles 15:15,,,,
1231,2 Chronicles 16:7-9,,,,
1232,2 Chronicles 16:9,,,,
1233,2 Chronicles 16:9,,,,
1234,2 Chronicles 16:12,,,,
1235,2 Chronicles 20:14,,,,
1236,2 Chronicles 20:15-17,,,,
1237,2 Chronicles 20:15,,,,
1238,2 Chronicles 20:18-19,,,,
1239,2 Chronicles 20:22,,,,
1240,2 Chronicles 20:23,,,,
1241,2 Chronicles 20:25,,,,
1242,2 Chronicles 20:26,,,,
1243,2 Chronicles 20:29,,,,
1244,2 Chronicles 20:30,,,,
1245,2 Chronicles 19:2-3,,,,
1246,2 Chronicles 19:3,,,,
1247,2 Chronicles 20:37,,,,
1248,2 Chronicles 20:37,,,,
1249,2 Chronicles 24:20,,,,
1250,2 Chronicles 24:20,,,,
1251,2 Chronicles 24:20,,,,
1252,2 Chronicles 24:21,,,,
1253,2 Chronicles 24:22,,,,
1254,2 Chronicles 24:23-24,,,,
1255,2 Chronicles 24:24,,,,
1256,2 Chronicles 24:24,,,,
1257,2 Chronicles 24:25,,,,
1258,2 Chronicles 25:15-16,,,,
1259,2 Chronicles 25:15,,,,
1260,2 Chronicles 25:16,,,,
1261,2 Chronicles 25:16,,,,
1262,2 Chronicles 25:20,,,,
1263,2 Chronicles 25:20,,,,
1264,2 Chronicles 26:16-18,,,,
1265,2 Chronicles 26:19-21,,,,
1266,2 Chronicles 26:19,,,,
1267,2 Chronicles 26:20,,,,
1268,2 Chronicles 26:21,,,,
1269,2 Chronicles 26:7,,,,
1270,"2 Chronicles 26:8, 15",,,,
1271,2 Chronicles 26:15,,,,
1272,2 Chronicles 28:9-11,,,,
1273,2 Chronicles 28:9,,,,
1274,2 Chronicles 28:11,,,,
1275,2 Chronicles 28:12-15,,,,
1276,2 Chronicles 28:19,,,,
1277,2 Chronicles 32:31,,,,
1278,2 Chronicles 32:31,,,,
1279,2 Chronicles 32:26,,,,
1280,2 Chronicles 32:26,,,,
1281,2 Chronicles 32:27-29,,,,
1282,2 Chronicles 32:29,,,,
1283,2 Chronicles 32:30,,,,
1284,2 Chronicles 32:30,,,,
1285,2 Chronicles 34:22-28,,,,
1286,2 Chronicles 34:28,,,,
1287,2 Chronicles 35:18,,,,
1288,2 Chronicles 35:21,,,,
1289,2 Chronicles 35:22,,,,
1290,2 Chronicles 35:23-24,,,,
1291,2 Chronicles 36:22,,,,
1292,2 Chronicles 36:23,,,,
1293,2 Chronicles 36:21-22,,,,
1294,Ezra 1:1,,,,
1295,Ezra 1:2,,,,
1296,Ezra 1:1,,,,
1297,Ezra 1:5,,,,
1298,Ezra 1:5,,,,
1299,Ezra 2:64,,,,
1300,Ezra 2:66-67,,,,
1301,Ezra 2:70,,,,
1302,Ezra 3:1,,,,
1303,Ezra 3:3,,,,
1304,Ezra 3:8,,,,
1305,Ezra 4:3,,,,
1306,Ezra 4:5,,,,
1307,Ezra 4:24,,,,
1308,Ezra 5:1,,,,
1309,Ezra 5:2,,,,
1310,Ezra 5:2,,,,
1311,Ezra 5:5,,,,
1312,Ezra 5:5,,,,
1313,Ezra 6:2,,,,
1314,Ezra 6:3-12,,,,
1315,Ezra 6:8-10,,,,
1316,Ezra 6:11-12,,,,
1317,Ezra 6:13,,,,
1318,Ezra 6:14,,,,
1319,Ezra 6:14,,,,
1320,Ezra 6:14,,,,
1321,Ezra 6:15,,,,
1322,Ezra 6:22,,,,
1323,Ezra 6:22,,,,
1324,Ezra 6:22,,,,
1325,Ezra 7:10,,,,
1326,Ezra 7:6,,,,
1327,"Ezra 7:6, 9, 28",,,,
1328,Ezra 7:11-26,,,,
1329,Ezra 7:15-20,,,,
1330,Ezra 7:21-24,,,,
1331,Ezra 7:23,,,,
1332,Ezra 7:24,,,,
1333,Ezra 7:28,,,,
1334,Ezra 7:28,,,,
1335,Ezra 8:1,,,,
1336,Ezra 8:15-20,,,,
1337,Ezra 8:23,,,,
1338,Ezra 8:24-30,,,,
1339,Ezra 8:31,,,,
1340,Ezra 8:32,,,,
1341,Ezra 8:36,,,,
1342,Ezra 9:4,,,,
1343,Ezra 9:9,,,,
1344,Ezra 9:9,,,,
1345,Ezra 10:2,,,,
1346,Ezra 10:7-8,,,,
1347,Ezra 10:9,,,,
1348,Ezra 10:14,,,,
1349,Ezra 10:17,,,,
1350,Ezra 10:18-44,,,,
1351,Nehemiah 1:1-4,,,,
1352,Nehemiah 1:4-11,,,,
1353,Nehemiah 2:1-8,,,,
1354,Nehemiah 2:6-8,,,,
1355,"Nehemiah 2:8, 18",,,,
1356,Nehemiah 2:8,,,,
1357,Nehemiah 2:9,,,,
1358,Nehemiah 2:18,,,,
1359,Nehemiah 2:17-18,,,,
1360,Nehemiah 4:7-15,,,,
1361,Nehemiah 4:15,,,,
1362,Nehemiah 4:20,,,,
1363,Nehemiah 6:15,,,,
1364,Nehemiah 6:16,,,,
1365,Nehemiah 6:16,,,,
1366,Nehemiah 7:5,,,,
1367,Nehemiah 8:1-8,,,,
1368,Nehemiah 8:7-8,,,,
1369,Nehemiah 8:9-11,,,,
1370,Nehemiah 8:10,,,,
1371,Nehemiah 8:13-15,,,,
1372,Nehemiah 8:17,,,,
1373,Nehemiah 8:17,,,,
1374,Nehemiah 9:5-37,,,,
1375,"Nehemiah 9:19, 27, 31",,,,
1376,Nehemiah 9:27-28,,,,
1377,Nehemiah 9:20,,,,
1378,"Nehemiah 9:15, 20",,,,
1379,Nehemiah 9:38,,,,
1380,Nehemiah 12:24-47,,,,
1381,Nehemiah 12:43,,,,
1382,Nehemiah 12:43,,,,
1383,Nehemiah 12:43,,,,
1384,Nehemiah 12:43,,,,
1385,"Nehemiah 13:14, 22, 31",,,,
1386,"Nehemiah 13:14, 22, 31",,,,
1387,Nehemiah 13:15-22,,,,
1388,Nehemiah 13:23-28,,,,
1389,Nehemiah 13:29-31,,,,
1390,Esther 2:8-17,,,,
1391,Esther 2:17,,,,
1392,"Esther 2:10, 20",,,,
1393,Esther 2:21-23,,,,
1394,Esther 2:23,,,,
1395,Esther 3:7,,,,
1396,Esther 3:7,,,,
1397,Esther 4:13-14,,,,
1398,Esther 4:14,,,,
1399,Esther 4:14,,,,
1400,Esther 4:16,,,,
1401,Esther 6:1,,,,
1402,Esther 6:1,,,,
1403,Esther 6:2-3,,,,
1404,Esther 6:4,,,,
1405,Esther 6:10-11,,,,
1406,Esther 6:13,,,,
1407,Esther 6:14,,,,
1408,Esther 7:3,,,,
1409,Esther 7:7,,,,
1410,Esther 7:8,,,,
1411,Esther 7:9-10,,,,
1412,Esther 8:1-2,,,,
1413,Esther 8:5-8,,,,
1414,Esther 8:11-14,,,,
1415,Esther 8:15,,,,
1416,Esther 8:17,,,,
1417,Esther 9:1-2,,,,
1418,Esther 9:2,,,,
1419,Esther 9:3,,,,
1420,"Esther 9:10, 15-16",,,,
1421,Esther 9:7-10,,,,
1422,Esther 9:17-19,,,,
1423,Esther 9:20-32,,,,
1424,Esther 10:3,,,,
1425,Job 1:7,,,,
1426,Job 1:8,,,,
1427,Job 1:12,,,,
1428,Job 1:12,,,,
1429,Job 1:16,,,,
1430,Job 1:18-19,,,,
1431,Job 2:3,,,,
1432,Job 2:3,,,,
1433,Job 2:6,,,,
1434,Job 2:6,,,,
1435,Job 2:7,,,,
1436,Job 32:18-20,,,,
1437,Job 33:14-16,,,,
1438,Job 33:15-16,,,,
1439,Job 33:16,,,,
1440,"Job 33:18, 24, 28",,,,
1441,Job 33:23-24,,,,
1442,Job 33:25,,,,
1443,Job 33:26,,,,
1444,Job 33:28,,,,
1445,Job 36:6,,,,
1446,"Job 36:10, 15",,,,
1447,Job 36:15,,,,
1448,Job 37:5,,,,
1449,Job 37:5,,,,
1450,Job 37:6,,,,
1451,Job 37:7,,,,
1452,Job 37:10,,,,
1453,Job 37:11,,,,
1454,Job 37:12,,,,
1455,Job 37:13,,,,
1456,Job 38:1,,,,
1457,Job 38:2-3,,,,
1458,Job 38:4-7,,,,
1459,Job 38:7,,,,
1460,Job 38:7,,,,
1461,Job 38:8-11,,,,
1462,Job 38:10,,,,
1463,Job 38:12-15,,,,
1464,Job 38:23,,,,
1465,Job 38:26-27,,,,
1466,Job 38:35,,,,
1467,Job 38:39,,,,
1468,Job 38:41,,,,
1469,Job 39:1-4,,,,
1470,Job 39:5-8,,,,
1471,Job 39:13-18,,,,
1472,Job 39:19-25,,,,
1473,Job 39:27-30,,,,
1474,Job 40:1-2,,,,
1475,Job 40:6,,,,
1476,Job 40:7-14,,,,
1477,Job 40:15-24,,,,
1478,Job 40:15,,,,
1479,Job 41:1-34,,,,
1480,Job 41:10,,,,
1481,Job 41:11,,,,
1482,Job 42:7,,,,
1483,Job 42:7-8,,,,
1484,Job 42:8,,,,
1485,Job 42:8,,,,
1486,Job 42:8,,,,
1487,Job 42:9,,,,
1488,Job 42:10,,,,
1489,Job 42:10,,,,
1490,Job 42:12,,,,
1491,Job 42:12,,,,
1492,Job 42:12,,,,
1493,Job 42:13,,,,
1494,Job 42:15,,,,
1495,Job 42:16,,,,
1496,Psalms 2:7,,,,
1497,Psalms 2:7,,,,
1498,Psalms 2:8,,,,
1499,Psalms 16:10,,,,
1500,Psalms 16:10,,,,
1501,Psalms 16:11,,,,
1502,Psalms 29:5,,,,
1503,Psalms 29:5,,,,
1504,Psalms 29:7,,,,
1505,Psalms 29:8,,,,
1506,Psalms 29:9,,,,
1507,Psalms 29:9,,,,
1508,Psalms 30:11,,,,
1509,Psalms 30:11,,,,
1510,Psalms 89:19,,,,
1511,Psalms 89:29,,,,
1512,Psalms 89:35,,,,
1513,Psalms 89:35,,,,
1514,Psalms 89:36,,,,
1515,Psalms 89:37,,,,
1516,Psalms 78:15-16,,,,
1517,Psalms 78:16,,,,
1518,Psalms 78:24,,,,
1519,Psalms 78:24,,,,
1520,Psalms 78:25,,,,
1521,Psalms 78:26,,,,
1522,Psalms 78:27,,,,
1523,Psalms 78:27,,,,
1524,Psalms 78:51,,,,
1525,Psalms 78:52,,,,
1526,Psalms 78:53,,,,
1527,Psalms 78:68,,,,
1528,Psalms 78:69,,,,
1529,Psalms 78:69,,,,
1530,Psalms 78:70,,,,
1531,Psalms 78:71,,,,
1532,Psalms 107:33,,,,
1533,Psalms 107:34,,,,
1534,Psalms 107:35,,,,
1535,Psalms 107:35,,,,
1536,Psalms 107:9,,,,
1537,Psalms 107:9,,,,
1538,Psalms 107:14,,,,
1539,Psalms 107:14,,,,
1540,Psalms 107:16,,,,
1541,Psalms 107:16,,,,
1542,Psalms 107:20,,,,
1543,Psalms 107:20,,,,
1544,Psalms 107:29,,,,
1545,Psalms 107:29,,,,
1546,Psalms 107:30,,,,
1547,Psalms 104:5,,,,
1548,Psalms 104:5,,,,
1549,Psalms 104:6,,,,
1550,Psalms 104:6,,,,
1551,Psalms 104:7,,,,
1552,Psalms 104:7,,,,
1553,Psalms 104:8,,,,
1554,Psalms 104:9,,,,
1555,Psalms 104:9,,,,
1556,Psalms 104:10,,,,
1557,Psalms 104:10,,,,
1558,Psalms 104:13,,,,
1559,Psalms 104:13,,,,
1560,Psalms 104:14,,,,
1561,Psalms 104:14,,,,
1562,Psalms 104:14,,,,
1563,Psalms 104:19,,,,
1564,Psalms 104:19,,,,
1565,Psalms 104:20,,,,
1566,Psalms 104:27,,,,
1567,Psalms 104:28,,,,
1568,Psalms 104:29,,,,
1569,Psalms 104:29,,,,
1570,Psalms 104:30,,,,
1571,Psalms 104:30,,,,
1572,Psalms 104:32,,,,
1573,Psalms 104:32,,,,
1574,Psalms 136:13,,,,
1575,Psalms 136:14,,,,
1576,Psalms 136:15,,,,
1577,Psalms 136:16,,,,
1578,Psalms 136:17-20,,,,
1579,Psalms 136:18,,,,
1580,Psalms 136:19,,,,
1581,Psalms 136:20,,,,
1582,Psalms 136:21-22,,,,
1583,Psalms 136:23,,,,
1584,Psalms 136:24,,,,
1585,Psalms 136:25,,,,
1586,Psalms 147:2,,,,
1587,Psalms 147:2,,,,
1588,Psalms 147:3,,,,
1589,Psalms 147:3,,,,
1590,Psalms 147:4,,,,
1591,Psalms 147:4,,,,
1592,Psalms 147:8,,,,
1593,Psalms 147:8,,,,
1594,Psalms 147:8,,,,
1595,Psalms 147:9,,,,
1596,Psalms 147:9,,,,
1597,Psalms 147:18,,,,
1598,Psalms 147:18,,,,
1599,Psalms 147:19,,,,
1600,Psalms 147:19,,,,
1601,Psalms 147:20,,,,
1602,Psalms 147:20,,,,
1603,Proverbs 8:22,,,,
1604,Proverbs 8:23,,,,
1605,Proverbs 8:23,,,,
1606,Proverbs 8:27,,,,
1607,Proverbs 8:27,,,,
